,Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Aerial tramway/reversible ropeway,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Rope tow/baby lift,People mover/Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",AprÃ¨s-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Sunkid Moving Carpet,Combined installation (gondola and chair),People mover,Funicular,Snow caterpillars for Cat-skiing,Cog railway,Helicopter for Heli-skiing,Ski routes
4388,attenberg-doernholthausen,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),https://www.skiresort.info/ski-resort/attenberg-doernholthausen/,440.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4389,rene-brunelle,North America,Canada,Ontario,https://www.skiresort.info/ski-resort/rene-brunelle/,280.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4390,vucici-ogulin,Europe,Croatia,Continental Croatia (Kontinentalna Hrvatska) ,https://www.skiresort.info/ski-resort/vucici-ogulin/,400.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4391,taennicht-sohland-an-der-spree,Europe,Germany,Saxony (Sachsen),https://www.skiresort.info/ski-resort/taennicht-sohland-an-der-spree/,450.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4392,ruba,Europe,Belarus,0,https://www.skiresort.info/ski-resort/ruba/,185.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393,blackhawk-ski-club-middleton,North America,USA,Wisconsin,https://www.skiresort.info/ski-resort/blackhawk-ski-club-middleton/,328.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4394,monbetsu-ohyama,Asia,Japan,Hokkaido,https://www.skiresort.info/ski-resort/monbetsu-ohyama/,335.0,0.4,1.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4395,hesselberg,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/hesselberg/,610.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,European Euro,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4396,alpine-world-oss,Europe,Netherlands,North Brabant (Noord-Brabant),https://www.skiresort.info/ski-resort/alpine-world-oss/,21.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4397,osovje,Europe,Slovenia,Osrednjeslovenska (Central Slovenia),https://www.skiresort.info/ski-resort/osovje/,822.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,European Euro,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4398,leavenworth-ski-hill,North America,USA,Washington State,https://www.skiresort.info/ski-resort/leavenworth-ski-hill/,520.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,18.0,US Dollar,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4399,moenchdorf-koenigswiesen,Europe,Austria,Upper Austria (OberÃ¶sterreich),https://www.skiresort.info/ski-resort/moenchdorf-koenigswiesen/,700.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0,European Euro,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,powers-bluff,North America,USA,Wisconsin,https://www.skiresort.info/ski-resort/powers-bluff/,436.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,US Dollar,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4401,boden-pfafflar,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/boden-pfafflar/,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,European Euro,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4402,allenheads,Europe,United Kingdom,England,https://www.skiresort.info/ski-resort/allenheads/,545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4403,monte-kienader-bergkirchen,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/monte-kienader-bergkirchen/,530.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4404,les-loges-la-vue-des-alpes,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/les-loges-la-vue-des-alpes/,1260.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4405,furuberget,Europe,Sweden,Central Sweden,https://www.skiresort.info/ski-resort/furuberget/,422.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4406,treisberg-schmitten,Europe,Germany,Hesse (Hessen),https://www.skiresort.info/ski-resort/treisberg-schmitten/,582.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4407,astenberg-wiesing,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/astenberg-wiesing/,745.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4408,lowther-hills,Europe,United Kingdom,Scotland,https://www.skiresort.info/ski-resort/lowther-hills/,718.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4409,silksworth-sports-complex,Europe,United Kingdom,England,https://www.skiresort.info/ski-resort/silksworth-sports-complex/,106.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4410,vankuv-kopec,Europe,Czech Republic,Moravian-Silesian Region (MoravskoslezskÃ½ kraj),https://www.skiresort.info/ski-resort/vankuv-kopec/,400.0,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,290.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4411,wiezyca-koszalkowo-szymbark,Europe,Poland,Pomerania (WojewÃ³dztwo pomorskie),https://www.skiresort.info/ski-resort/wiezyca-koszalkowo-szymbark/,235.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,80.0,Polish zloty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4412,buehlberg-guetenbach,Europe,Germany,Baden-WÃ¼rttemberg,https://www.skiresort.info/ski-resort/buehlberg-guetenbach/,990.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,European Euro,1.1,1.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4413,entenberg,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/entenberg/,481.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,European Euro,1.2,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4414,myllymaeki,Europe,Finland,Southern Finland (EtelÃ¤-Suomi),https://www.skiresort.info/ski-resort/myllymaeki/,95.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,20.0,European Euro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4415,tobolow-koninki,Europe,Poland,Lesser Poland (WojewÃ³dztwo maÅopolskie),https://www.skiresort.info/ski-resort/tobolow-koninki/,964.0,0.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,82.0,Polish zloty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4416,asahi-prime,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/asahi-prime/,1100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,3100.0,2600.0,Japanese Yen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4417,standing-rocks,North America,USA,Wisconsin,https://www.skiresort.info/ski-resort/standing-rocks/,372.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,US Dollar,1.2,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4418,radvanice,Europe,Czech Republic,Hradec KrÃ¡lovÃ© Region (KrÃ¡lovÃ©hradeckÃ½ kraj),https://www.skiresort.info/ski-resort/radvanice/,670.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,250.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4419,glonn,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/glonn/,608.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,European Euro,1.2,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4420,dolina-lesnicyswiniorki-brenna-lesnica,Europe,Poland,Silesia (WojewÃ³dztwo ÅlÄskie),https://www.skiresort.info/ski-resort/dolina-lesnicyswiniorki-brenna-lesnica/,690.0,1.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,Polish zloty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4421,gustavsbergbacken-oestersund,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/gustavsbergbacken-oestersund/,470.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,100.0,0.0,Swedish krona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4422,zdobnice,Europe,Czech Republic,Hradec KrÃ¡lovÃ© Region (KrÃ¡lovÃ©hradeckÃ½ kraj),https://www.skiresort.info/ski-resort/zdobnice/,730.0,1.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4423,moenchswald-mitteleschenbach,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/moenchswald-mitteleschenbach/,520.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,European Euro,1.2,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4424,aktiven-skiheis,Europe,Norway,Western Norway (Vestlandet),https://www.skiresort.info/ski-resort/aktiven-skiheis/,540.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,250.0,Norwegian krone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4425,nadrazi-pernink,Europe,Czech Republic,Karlovy Vary Region (KarlovarskÃ½ kraj),https://www.skiresort.info/ski-resort/nadrazi-pernink/,930.0,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,230.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4426,am-zschopenberg-zschopau,Europe,Germany,Saxony (Sachsen),https://www.skiresort.info/ski-resort/am-zschopenberg-zschopau/,390.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,7.5,European Euro,1.1,1.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4427,as,Europe,Czech Republic,Karlovy Vary Region (KarlovarskÃ½ kraj),https://www.skiresort.info/ski-resort/as/,750.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,120.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4428,jonas-park-ostruzna,Europe,Czech Republic,Olomouc Region (OlomouckÃ½ kraj),https://www.skiresort.info/ski-resort/jonas-park-ostruzna/,920.0,0.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,290.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4429,lucifer-josefuv-dul,Europe,Czech Republic,Liberec Region (LibereckÃ½ kraj),https://www.skiresort.info/ski-resort/lucifer-josefuv-dul/,726.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,280.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,hoeglekardalen,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/hoeglekardalen/,780.0,0.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,320.0,Swedish krona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4431,synot-kycerka,Europe,Czech Republic,ZlÃ­n Region (ZlÃ­nskÃ½ kraj),https://www.skiresort.info/ski-resort/synot-kycerka/,800.0,1.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,420.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4432,ski-ivan-kupres,Europe,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,https://www.skiresort.info/ski-resort/ski-ivan-kupres/,1273.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,Bosnia convertible mark,1.2,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4433,nezdice-na-sumave,Europe,Czech Republic,PlzeÅ Region (PlzeÅskÃ½ kraj),https://www.skiresort.info/ski-resort/nezdice-na-sumave/,765.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,190.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4434,u-sachovy-studanky,Europe,Czech Republic,ZlÃ­n Region (ZlÃ­nskÃ½ kraj),https://www.skiresort.info/ski-resort/u-sachovy-studanky/,750.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,260.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4435,finse-skisenter,Europe,Norway,Western Norway (Vestlandet),https://www.skiresort.info/ski-resort/finse-skisenter/,1440.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,Norwegian krone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4436,badaling,Asia,China,Beijing,https://www.skiresort.info/ski-resort/badaling/,740.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,Chinese Yuan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4437,dolni-lomna-armada,Europe,Czech Republic,Moravian-Silesian Region (MoravskoslezskÃ½ kraj),https://www.skiresort.info/ski-resort/dolni-lomna-armada/,660.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,370.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4438,brantling-ski-slopes,North America,USA,New York,https://www.skiresort.info/ski-resort/brantling-ski-slopes/,210.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,30.0,US Dollar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4439,jahodna,Europe,Slovakia,KoÅ¡ice (KoÅ¡ickÃ½ kraj),https://www.skiresort.info/ski-resort/jahodna/,710.0,0.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,17.0,European Euro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4440,mont-des-brumes,Europe,Belgium,Wallonia,https://www.skiresort.info/ski-resort/mont-des-brumes/,530.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,European Euro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4441,pando-park,North America,USA,Michigan,https://www.skiresort.info/ski-resort/pando-park/,300.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,19.0,US Dollar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4442,amalka-suleczyno,Europe,Poland,Pomerania (WojewÃ³dztwo pomorskie),https://www.skiresort.info/ski-resort/amalka-suleczyno/,203.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,80.0,Polish zloty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4443,summit-lake-nakusp,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/summit-lake-nakusp/,920.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,37.0,29.0,Canadian Dollar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4444,dackestupet,Europe,Sweden,South Sweden (Sydsverige),https://www.skiresort.info/ski-resort/dackestupet/,212.0,1.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,110.0,Swedish krona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4445,u-steni-gliczarow-gorny,Europe,Poland,Lesser Poland (WojewÃ³dztwo maÅopolskie),https://www.skiresort.info/ski-resort/u-steni-gliczarow-gorny/,985.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,60.0,Polish zloty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4446,pente-a-neige-montreal,North America,Canada,Quebec,https://www.skiresort.info/ski-resort/pente-a-neige-montreal/,48.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,14.5,Canadian Dollar,1.1,1.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
